234.7,235.47,111.77
236.93,236.74,181.56
5.1081,238.78,61.415
7.0377,47.582,202.7
235.76,53.902,224.92
0.48686,53.72,125.84
3.9325,49.041,77.768
2.0862,52.177,38.154
238.37,51.101,13.351
4.528,109.43,22.639
1.8294,98.191,69.759
239.74,99.797,110.26
1.8932,99.494,133.83
240,101.84,164.01
6.9813,98.256,182.33
1.785,101.11,214.45
0.26376,148.07,88.859
5.745,152.64,129.73
7.5072,152.09,158.08
3.7305,146.69,183.76
2.6301,147.53,213.61
3.3156,157.82,236.63
0.22944,207.48,92.221
237.96,206.65,137.56
1.0426,207.98,163.48
1.694,206.98,210.73
0.24481,200.51,25.22
4.708,208.47,5.1814
29.195,0.80873,113.74
35.602,230.1,186.89
32.648,238.62,213.9
34.452,235.72,83.146
29.52,236.04,60.7
28.003,54.544,96.21
25.733,55.229,123.59
19.038,45.744,143.54
26.211,50.955,164.99
22.713,45.379,201.34
26.984,51.015,231.49
19.215,46.203,46.964
19.983,108.51,119.27
22.606,100.13,141.06
20.62,103.37,182.76
19.965,100.44,237.75
24.51,99.209,72.036
27.091,101.94,51.66
27.163,106.65,27.294
29.324,106.82,8.5809
33.312,150.63,17.2
39.312,155.07,45.74
38.138,155.45,98.301
31.884,151.5,126.01
31.805,154.77,178.42
28.033,205.7,64.064
34.981,203.13,87.537
35.01,201.74,110.77
28.722,202.49,128.87
28.701,206.34,169.44
31.369,201.75,192.37
63.777,236.91,131.15
64.524,235.78,154.91
54.648,230,178.21
56.544,231.06,199.36
60.572,235.22,223.76
57.221,61.105,48.319
67.864,50.791,69.046
64.503,50.37,122.31
65.733,52.374,148.06
63.587,50.368,160.85
65.077,53.766,186.66
68.72,96.562,136.6
64.748,99.888,176.74
65.836,92.974,199.98
61.608,100.22,217.71
68.258,94.352,114.53
57.749,93.178,93.059
62.243,96.552,73.103
66.169,97.188,52.301
60.917,96.974,31.57
62.437,98.402,9.3683
57.398,158.03,130.63
56.016,156.66,164.98
49.3,157.12,108.24
58.282,159.06,34.266
49.257,149.16,7.2187
58.986,198.96,3.411
65.663,200.84,19.124
62.246,195.97,97.033
63.474,196.22,119.57
58.152,201.6,154.16
66.206,202.89,180.52
64.826,198.63,234.46
91.086,0.79442,52.898
94.039,5.7203,112.85
96.512,1.1515,136.58
86.222,6.1297,161.48
95.429,6.3439,183.56
89.089,5.166,216.03
92.863,0.41941,238.42
96.839,8.7167,3.1101
85.735,40.165,81.636
90.801,44.408,101.13
81.008,44.438,123.68
82.054,47.598,204.48
80.269,49.806,11.688
93.534,100.25,125.08
92.895,97.432,170.46
91.33,95.49,185.7
89.867,105,208.81
88.673,99.534,231.32
95.845,105.88,50.27
88.952,99.8,8.4438
91.276,150.22,24.253
84.631,143.6,71.49
89.061,143.89,98.837
81.114,151.9,116.59
83.794,149.03,163.25
85.388,143.58,179.73
89.304,146.13,214.09
83.67,145.06,234.78
93.984,203.08,144.6
89.34,210.32,169.32
96.665,210.5,206.42
95.949,207.72,100.59
92.771,205.75,84.634
85.839,204.43,54.334
118.13,2.936,141.69
112.26,7.9949,159.43
108.47,4.9052,179.59
118.23,1.6944,238.81
109.92,5.8177,41.419
114.16,47.987,85.433
115.27,54.856,126.97
110.61,52.483,174.12
120.11,97.3,125.08
116.74,98.551,154.48
111.28,101,180.1
115.24,104.46,60.582
114.07,100.69,32.667
115.22,98.699,9.8522
118.8,150.12,130.59
120.28,153.13,150.72
127.32,158.94,173.4
123.1,148.48,237.55
119.19,153.98,87.916
122.07,151.29,65.199
126.4,155.12,39.241
122.26,155.93,14.88
121.23,203.69,180.38
